temporada,torneo,jornada,fecha,hora,local,visitante,goles_local,goles_visitante,penales,pen_local,pen_visitante,
2022/23,Apertura,13,2022-09-06,,America,Atlético San Luis,3,0,FALSE,,,
2022/23,Apertura,13,2022-09-07,19:00,Puebla,Pachuca,2,2,FALSE,,,
2022/23,Apertura,13,2022-09-07,,UANL,Toluca,3,1,FALSE,,,
2022/23,Apertura,13,2022-09-07,21:05,Mazatlan,Atlas,1,0,FALSE,,,
2022/23,Apertura,13,2022-09-07,,Tijuana,Guadalajara,1,2,FALSE,,,
2022/23,Apertura,13,2022-09-07,,UNAM,Querétaro,4,1,FALSE,,,
2022/23,Apertura,14,2022-09-09,21:05,FC Juárez,Monterrey,0,1,FALSE,,,
2022/23,Apertura,14,2022-09-10,17:00,Querétaro,Santos Laguna,3,3,FALSE,,,
2022/23,Apertura,14,2022-09-10,19:00,Necaxa,America,1,2,FALSE,,,
2022/23,Apertura,14,2022-09-10,19:05,UANL,Leon,0,1,FALSE,,,
2022/23,Apertura,14,2022-09-10,21:05,Guadalajara,Puebla,1,0,FALSE,,,
2022/23,Apertura,14,2022-09-10,,Toluca,UNAM,2,2,FALSE,,,
2022/23,Apertura,14,2022-09-11,16:00,Cruz Azul,Mazatlan,2,0,FALSE,,,
2022/23,Apertura,14,2022-09-11,18:05,Atlas,Atlético San Luis,1,3,FALSE,,,
2022/23,Apertura,14,2022-09-11,20:05,Pachuca,Tijuana,6,1,FALSE,,,
2022/23,Apertura,15,2022-09-16,19:00,Puebla,UANL,2,1,FALSE,,,
2022/23,Apertura,15,2022-09-16,21:00,Mazatlan,Toluca,1,1,FALSE,,,
2022/23,Apertura,15,2022-09-17,19:05,Monterrey,Atlas,2,0,FALSE,,,
2022/23,Apertura,15,2022-09-17,20:00,America,Guadalajara,2,1,FALSE,,,
2022/23,Apertura,15,2022-09-18,17:00,UNAM,Cruz Azul,1,2,FALSE,,,
2022/23,Apertura,15,2022-09-18,19:05,Leon,Querétaro,3,1,FALSE,,,
2022/23,Apertura,15,2022-09-18,,Santos Laguna,FC Juárez,2,0,FALSE,,,
2022/23,Apertura,15,2022-09-18,21:00,Atlético San Luis,Pachuca,1,2,FALSE,,,
2022/23,Apertura,15,2022-09-18,21:05,Tijuana,Necaxa,1,1,FALSE,,,
2022/23,Apertura,16,2022-08-02,20:00,Toluca,Puebla,1,1,FALSE,,,
2022/23,Apertura,16,2022-08-03,20:00,FC Juárez,Atlético San Luis,1,1,FALSE,,,
2022/23,Apertura,16,2022-08-23,19:05,Guadalajara,Monterrey,1,0,FALSE,,,
2022/23,Apertura,16,2022-08-23,21:05,Querétaro,America,0,1,FALSE,,,
2022/23,Apertura,16,2022-08-24,21:05,UNAM,UANL,1,1,FALSE,,,
2022/23,Apertura,16,2022-08-25,19:05,Pachuca,Atlas,3,1,FALSE,,,
2022/23,Apertura,16,2022-08-25,21:05,Tijuana,Santos Laguna,0,2,FALSE,,,
2022/23,Apertura,16,2022-09-15,19:00,Cruz Azul,Leon,2,1,FALSE,,,
2022/23,Apertura,16,2022-09-23,19:00,Necaxa,Mazatlan,2,2,FALSE,,,
2022/23,Apertura,17,2022-09-30,19:00,Puebla,America,1,2,FALSE,,,
2022/23,Apertura,17,2022-09-30,21:00,FC Juárez,UNAM,3,1,FALSE,,,
2022/23,Apertura,17,2022-10-01,17:00,Atlético San Luis,UANL,0,3,FALSE,,,
2022/23,Apertura,17,2022-10-01,17:05,Monterrey,Pachuca,0,0,FALSE,,,
2022/23,Apertura,17,2022-10-01,19:05,Atlas,Necaxa,1,0,FALSE,,,
2022/23,Apertura,17,2022-10-01,21:05,Cruz Azul,Guadalajara,2,1,FALSE,,,
2022/23,Apertura,17,2022-10-02,12:00,Toluca,Querétaro,4,1,FALSE,,,
2022/23,Apertura,17,2022-10-02,18:05,Santos Laguna,Mazatlan,3,0,FALSE,,,
2022/23,Apertura,17,2022-10-02,20:00,Leon,Tijuana,2,2,FALSE,,,
2022/23,Apertura,17,2022-10-08,19:00,UANL,Necaxa,2,0,FALSE,,,
2022/23,Apertura,17,2022-10-08,21:15,Cruz Azul,Leon,1,0,FALSE,,,
2022/23,Apertura,17,2022-10-09,12:00,Toluca,FC Juárez,3,0,FALSE,,,
2022/23,Apertura,17,2022-10-09,16:30,Puebla,Guadalajara,1,1,TRUE,5,4,
2022/23,Apertura,17,2022-10-12,19:06,Puebla,America,1,6,FALSE,,,
2022/23,Apertura,17,2022-10-12,21:06,Cruz Azul,Monterrey,0,0,FALSE,,,
2022/23,Apertura,17,2022-10-13,19:06,Toluca,Santos Laguna,4,3,FALSE,,,
2022/23,Apertura,17,2022-10-13,21:06,UANL,Pachuca,1,0,FALSE,,,
2022/23,Apertura,17,2022-10-15,18:06,Monterrey,Cruz Azul,3,0,FALSE,,,
2022/23,Apertura,17,2022-10-15,20:06,America,Puebla,5,1,FALSE,,,
2022/23,Apertura,17,2022-10-16,19:06,Santos Laguna,Toluca,1,2,FALSE,,,
2022/23,Apertura,17,2022-10-16,21:06,Pachuca,UANL,2,1,FALSE,,,
2022/23,Apertura,17,2022-10-19,21:06,Toluca,America,2,1,FALSE,,,
2022/23,Apertura,17,2022-10-20,21:06,Pachuca,Monterrey,5,2,FALSE,,,
2022/23,Apertura,17,2022-10-22,20:06,America,Toluca,1,1,FALSE,,,
2022/23,Apertura,17,2022-10-23,20:06,Monterrey,Pachuca,0,1,FALSE,,,
2022/23,Apertura,17,2022-10-27,20:06,Toluca,Pachuca,1,5,FALSE,,,
2022/23,Apertura,17,2022-10-30,19:36,Pachuca,Toluca,3,1,FALSE,,,
2022/23,Clausura,1,2023-01-06,19:00,Necaxa,Atlético San Luis,2,3,FALSE,,,
2022/23,Clausura,1,2023-01-07,17:00,America,Querétaro,0,0,FALSE,,,
2022/23,Clausura,1,2023-01-07,21:10,Monterrey,Guadalajara,0,1,FALSE,,,
2022/23,Clausura,1,2023-01-08,12:00,UNAM,FC Juárez,2,1,FALSE,,,
2022/23,Clausura,1,2023-01-08,19:00,Santos Laguna,UANL,0,3,FALSE,,,
2022/23,Clausura,1,2023-01-08,21:10,Tijuana,Cruz Azul,1,1,FALSE,,,
2022/23,Clausura,1,2023-01-09,21:10,Pachuca,Puebla,5,1,FALSE,,,
2022/23,Clausura,1,2023-02-01,20:05,Atlas,Toluca,0,0,FALSE,,,
2022/23,Clausura,1,2023-03-24,21:05,Mazatlan,Leon,1,2,FALSE,,,
2022/23,Clausura,2,2023-01-12,21:05,Atlas,Mazatlan,2,1,FALSE,,,
2022/23,Clausura,2,2023-01-13,19:05,Atlético San Luis,Guadalajara,0,0,FALSE,,,
2022/23,Clausura,2,2023-01-13,21:05,Puebla,Querétaro,2,0,FALSE,,,
2022/23,Clausura,2,2023-01-14,17:00,Cruz Azul,Monterrey,2,3,FALSE,,,
2022/23,Clausura,2,2023-01-14,19:05,Toluca,America,2,2,FALSE,,,
2022/23,Clausura,2,2023-01-14,,FC Juárez,Tijuana,3,0,FALSE,,,
2022/23,Clausura,2,2023-01-14,21:05,Santos Laguna,UNAM,3,0,FALSE,,,
2022/23,Clausura,2,2023-01-15,19:05,UANL,Pachuca,4,1,FALSE,,,
2022/23,Clausura,2,2023-01-16,21:05,Leon,Necaxa,2,1,FALSE,,,
2022/23,Clausura,3,2023-01-20,21:00,Mazatlan,Santos Laguna,1,2,FALSE,,,
2022/23,Clausura,3,2023-01-20,21:10,Tijuana,UANL,1,1,FALSE,,,
2022/23,Clausura,3,2023-01-21,17:06,Monterrey,Atlético San Luis,3,1,FALSE,,,
2022/23,Clausura,3,2023-01-21,19:10,America,Puebla,2,2,FALSE,,,
2022/23,Clausura,3,2023-01-21,21:10,Guadalajara,Toluca,1,2,FALSE,,,
2022/23,Clausura,3,2023-01-21,,Necaxa,Cruz Azul,1,0,FALSE,,,
2022/23,Clausura,3,2023-01-22,12:00,UNAM,Leon,4,1,FALSE,,,
2022/23,Clausura,3,2023-01-22,17:00,Querétaro,Atlas,3,3,FALSE,,,
2022/23,Clausura,3,2023-01-22,19:10,Pachuca,FC Juárez,4,1,FALSE,,,
2022/23,Clausura,4,2023-01-26,21:05,Atlas,Santos Laguna,2,2,FALSE,,,
2022/23,Clausura,4,2023-01-27,19:05,Puebla,Monterrey,1,2,FALSE,,,
2022/23,Clausura,4,2023-01-27,21:05,Tijuana,UNAM,0,0,FALSE,,,
2022/23,Clausura,4,2023-01-28,19:05,UANL,Atlético San Luis,0,0,FALSE,,,
2022/23,Clausura,4,2023-01-28,21:05,America,Mazatlan,6,0,FALSE,,,
2022/23,Clausura,4,2023-01-28,,FC Juárez,Guadalajara,1,2,FALSE,,,
2022/23,Clausura,4,2023-01-29,12:00,Toluca,Leon,0,0,FALSE,,,
2022/23,Clausura,4,2023-01-29,19:00,Pachuca,Necaxa,2,1,FALSE,,,
2022/23,Clausura,4,2023-03-29,21:05,Querétaro,Cruz Azul,2,2,FALSE,,,
2022/23,Clausura,5,2023-02-02,21:00,Atlético San Luis,Puebla,2,0,FALSE,,,
2022/23,Clausura,5,2023-02-03,19:00,Necaxa,Tijuana,1,1,FALSE,,,
2022/23,Clausura,5,2023-02-03,21:05,Mazatlan,FC Juárez,2,3,FALSE,,,
2022/23,Clausura,5,2023-02-04,17:00,Leon,Pachuca,0,1,FALSE,,,
2022/23,Clausura,5,2023-02-04,19:05,Cruz Azul,UANL,0,1,FALSE,,,
2022/23,Clausura,5,2023-02-04,21:05,Santos Laguna,America,2,2,FALSE,,,
2022/23,Clausura,5,2023-02-05,12:00,UNAM,Atlas,2,2,FALSE,,,
2022/23,Clausura,5,2023-02-05,17:05,Guadalajara,Querétaro,1,1,FALSE,,,
2022/23,Clausura,5,2023-02-05,19:10,Monterrey,Toluca,2,1,FALSE,,,
2022/23,Clausura,6,2023-02-09,19:05,Querétaro,Leon,0,3,FALSE,,,
2022/23,Clausura,6,2023-02-09,21:05,Atlas,Monterrey,0,2,FALSE,,,
2022/23,Clausura,6,2023-02-10,19:00,Puebla,Mazatlan,3,1,FALSE,,,
2022/23,Clausura,6,2023-02-10,21:10,Tijuana,Atlético San Luis,1,0,FALSE,,,
2022/23,Clausura,6,2023-02-11,17:00,America,Necaxa,2,1,FALSE,,,
2022/23,Clausura,6,2023-02-11,19:05,FC Juárez,Santos Laguna,3,1,FALSE,,,
2022/23,Clausura,6,2023-02-11,,UANL,UNAM,4,2,FALSE,,,
2022/23,Clausura,6,2023-02-11,21:05,Pachuca,Guadalajara,1,1,FALSE,,,
2022/23,Clausura,6,2023-02-12,12:00,Toluca,Cruz Azul,3,1,FALSE,,,
2022/23,Clausura,7,2023-02-14,19:05,Leon,Puebla,2,0,FALSE,,,
2022/23,Clausura,7,2023-02-14,,UANL,FC Juárez,0,0,FALSE,,,
2022/23,Clausura,7,2023-02-14,21:05,Atlético San Luis,America,1,3,FALSE,,,
2022/23,Clausura,7,2023-02-15,19:05,Monterrey,Querétaro,2,0,FALSE,,,
2022/23,Clausura,7,2023-02-15,,Guadalajara,Tijuana,2,1,FALSE,,,
2022/23,Clausura,7,2023-02-15,21:05,Necaxa,UNAM,3,1,FALSE,,,
2022/23,Clausura,7,2023-02-16,21:00,Mazatlan,Pachuca,2,3,FALSE,,,
2022/23,Clausura,7,2023-02-22,20:05,Cruz Azul,Atlas,1,0,FALSE,,,
2022/23,Clausura,7,2023-02-23,20:00,Santos Laguna,Toluca,0,5,FALSE,,,
2022/23,Clausura,8,2023-02-17,19:06,FC Juárez,Leon,0,0,FALSE,,,
2022/23,Clausura,8,2023-02-17,21:05,Puebla,Cruz Azul,1,3,FALSE,,,
2022/23,Clausura,8,2023-02-18,17:00,Atlético San Luis,Santos Laguna,1,1,FALSE,,,
2022/23,Clausura,8,2023-02-18,17:06,Monterrey,Necaxa,2,1,FALSE,,,
2022/23,Clausura,8,2023-02-18,19:05,Atlas,UANL,0,1,FALSE,,,
2022/23,Clausura,8,2023-02-18,21:05,UNAM,Guadalajara,1,2,FALSE,,,
2022/23,Clausura,8,2023-02-19,17:00,Querétaro,Mazatlan,1,1,FALSE,,,
2022/23,Clausura,8,2023-02-19,19:05,America,Tijuana,2,1,FALSE,,,
2022/23,Clausura,8,2023-02-19,21:05,Pachuca,Toluca,1,2,FALSE,,,
2022/23,Clausura,9,2023-02-24,19:05,Necaxa,Querétaro,1,1,FALSE,,,
2022/23,Clausura,9,2023-02-24,21:10,Mazatlan,UNAM,1,2,FALSE,,,
2022/23,Clausura,9,2023-02-25,17:00,Cruz Azul,FC Juárez,1,0,FALSE,,,
2022/23,Clausura,9,2023-02-25,19:05,UANL,Guadalajara,1,2,FALSE,,,
2022/23,Clausura,9,2023-02-25,21:05,Atlas,America,2,2,FALSE,,,
2022/23,Clausura,9,2023-02-26,12:00,Toluca,Atlético San Luis,2,0,FALSE,,,
2022/23,Clausura,9,2023-02-26,19:05,Santos Laguna,Puebla,3,2,FALSE,,,
2022/23,Clausura,9,2023-02-26,21:05,Tijuana,Pachuca,2,0,FALSE,,,
2022/23,Clausura,9,2023-02-27,21:10,Leon,Monterrey,1,1,FALSE,,,
2022/23,Clausura,10,2023-03-03,19:05,Necaxa,UANL,0,1,FALSE,,,
2022/23,Clausura,10,2023-03-03,,Mazatlan,Cruz Azul,3,1,FALSE,,,
2022/23,Clausura,10,2023-03-03,21:15,Tijuana,Atlas,1,1,FALSE,,,
2022/23,Clausura,10,2023-03-04,17:00,Leon,Atlético San Luis,2,0,FALSE,,,
2022/23,Clausura,10,2023-03-04,19:05,America,Pachuca,0,3,FALSE,,,
2022/23,Clausura,10,2023-03-04,19:10,Monterrey,FC Juárez,3,0,FALSE,,,
2022/23,Clausura,10,2023-03-04,21:05,Guadalajara,Santos Laguna,2,0,FALSE,,,
2022/23,Clausura,10,2023-03-05,12:00,UNAM,Puebla,2,4,FALSE,,,
2022/23,Clausura,10,2023-03-05,19:05,Querétaro,Toluca,1,0,FALSE,,,
2022/23,Clausura,11,2023-03-10,19:05,Atlético San Luis,Querétaro,2,0,FALSE,,,
2022/23,Clausura,11,2023-03-10,21:05,Puebla,Guadalajara,1,0,FALSE,,,
2022/23,Clausura,11,2023-03-11,17:00,Atlas,Leon,0,1,FALSE,,,
2022/23,Clausura,11,2023-03-11,19:05,Cruz Azul,UNAM,1,0,FALSE,,,
2022/23,Clausura,11,2023-03-11,21:10,UANL,America,0,2,FALSE,,,
2022/23,Clausura,11,2023-03-12,12:00,Toluca,Mazatlan,4,1,FALSE,,,
2022/23,Clausura,11,2023-03-12,19:05,Pachuca,Monterrey,1,2,FALSE,,,
2022/23,Clausura,11,2023-03-12,,Santos Laguna,Tijuana,3,2,FALSE,,,
2022/23,Clausura,11,2023-03-12,21:15,FC Juárez,Necaxa,1,1,FALSE,,,
2022/23,Clausura,12,2023-03-17,19:00,Puebla,Atlas,0,4,FALSE,,,
2022/23,Clausura,12,2023-03-17,21:05,Tijuana,Toluca,3,3,FALSE,,,
2022/23,Clausura,12,2023-03-17,21:10,Mazatlan,Necaxa,0,1,FALSE,,,
2022/23,Clausura,12,2023-03-18,17:00,Cruz Azul,Atlético San Luis,1,0,FALSE,,,
2022/23,Clausura,12,2023-03-18,19:05,UANL,Monterrey,0,1,FALSE,,,
2022/23,Clausura,12,2023-03-18,21:10,Guadalajara,America,2,4,FALSE,,,
2022/23,Clausura,12,2023-03-19,12:00,UNAM,Pachuca,0,2,FALSE,,,
2022/23,Clausura,12,2023-03-19,19:05,Querétaro,FC Juárez,2,2,FALSE,,,
2022/23,Clausura,12,2023-03-19,21:05,Leon,Santos Laguna,4,1,FALSE,,,
2022/23,Clausura,13,2023-03-31,19:05,Necaxa,Santos Laguna,0,0,FALSE,,,
2022/23,Clausura,13,2023-03-31,21:00,FC Juárez,Puebla,0,2,FALSE,,,
2022/23,Clausura,13,2023-04-01,17:00,Pachuca,Cruz Azul,0,2,FALSE,,,
2022/23,Clausura,13,2023-04-01,19:05,America,Leon,2,2,FALSE,,,
2022/23,Clausura,13,2023-04-01,19:15,Monterrey,Tijuana,4,0,FALSE,,,
2022/23,Clausura,13,2023-04-01,21:10,Atlas,Guadalajara,3,3,FALSE,,,
2022/23,Clausura,13,2023-04-02,12:00,Toluca,UANL,3,2,FALSE,,,
2022/23,Clausura,13,2023-04-02,17:00,Atlético San Luis,Mazatlan,2,1,FALSE,,,
2022/23,Clausura,13,2023-04-02,19:05,Querétaro,UNAM,1,0,FALSE,,,
2022/23,Clausura,14,2023-04-07,19:05,Puebla,Toluca,1,2,FALSE,,,
2022/23,Clausura,14,2023-04-07,21:10,Tijuana,Querétaro,1,2,FALSE,,,
2022/23,Clausura,14,2023-04-08,17:00,Guadalajara,Necaxa,1,0,FALSE,,,
2022/23,Clausura,14,2023-04-08,19:05,Leon,Cruz Azul,0,0,FALSE,,,
2022/23,Clausura,14,2023-04-08,,UANL,Mazatlan,1,2,FALSE,,,
2022/23,Clausura,14,2023-04-08,21:10,America,Monterrey,2,1,FALSE,,,
2022/23,Clausura,14,2023-04-09,12:00,UNAM,Atlético San Luis,3,1,FALSE,,,
2022/23,Clausura,14,2023-04-09,18:05,Santos Laguna,Pachuca,1,4,FALSE,,,
2022/23,Clausura,14,2023-04-09,20:10,FC Juárez,Atlas,1,1,FALSE,,,
2022/23,Clausura,15,2023-04-13,21:05,Atlético San Luis,FC Juárez,2,0,FALSE,,,
2022/23,Clausura,15,2023-04-14,19:05,Necaxa,Puebla,1,1,FALSE,,,
2022/23,Clausura,15,2023-04-14,21:05,Mazatlan,Tijuana,1,2,FALSE,,,
2022/23,Clausura,15,2023-04-15,17:00,Atlas,Pachuca,4,1,FALSE,,,
2022/23,Clausura,15,2023-04-15,19:05,Leon,Guadalajara,0,2,FALSE,,,
2022/23,Clausura,15,2023-04-15,21:10,Cruz Azul,America,1,3,FALSE,,,
2022/23,Clausura,15,2023-04-16,12:00,UNAM,Toluca,3,1,FALSE,,,
2022/23,Clausura,15,2023-04-16,17:00,Querétaro,UANL,0,0,FALSE,,,
2022/23,Clausura,15,2023-04-16,19:10,Monterrey,Santos Laguna,1,2,FALSE,,,
2022/23,Clausura,16,2023-04-20,20:05,UANL,Puebla,1,0,FALSE,,,
2022/23,Clausura,16,2023-04-21,19:00,Mazatlan,Monterrey,0,2,FALSE,,,
2022/23,Clausura,16,2023-04-21,19:05,Necaxa,Atlas,1,3,FALSE,,,
2022/23,Clausura,16,2023-04-21,21:15,Tijuana,Leon,0,0,FALSE,,,
2022/23,Clausura,16,2023-04-22,17:00,Pachuca,Atlético San Luis,2,1,FALSE,,,
2022/23,Clausura,16,2023-04-22,19:05,Guadalajara,Cruz Azul,2,1,FALSE,,,
2022/23,Clausura,16,2023-04-22,21:10,America,UNAM,1,1,FALSE,,,
2022/23,Clausura,16,2023-04-23,12:00,Toluca,FC Juárez,1,1,FALSE,,,
2022/23,Clausura,16,2023-04-23,19:05,Santos Laguna,Querétaro,0,2,FALSE,,,
2022/23,Clausura,17,2023-04-28,21:05,FC Juárez,America,0,1,FALSE,,,
2022/23,Clausura,17,2023-04-29,17:00,Puebla,Tijuana,5,2,FALSE,,,
2022/23,Clausura,17,2023-04-29,19:00,Atlético San Luis,Atlas,0,0,FALSE,,,
2022/23,Clausura,17,2023-04-29,19:05,Monterrey,UNAM,4,1,FALSE,,,
2022/23,Clausura,17,2023-04-29,,Guadalajara,Mazatlan,4,1,FALSE,,,
2022/23,Clausura,17,2023-04-29,21:05,Cruz Azul,Santos Laguna,3,2,FALSE,,,
2022/23,Clausura,17,2023-04-30,12:00,Toluca,Necaxa,3,0,FALSE,,,
2022/23,Clausura,17,2023-04-30,17:00,Querétaro,Pachuca,0,1,FALSE,,,
2022/23,Clausura,17,2023-04-30,19:05,Leon,UANL,3,0,FALSE,,,
2022/23,Clausura,17,2023-05-06,17:00,Cruz Azul,Atlas,0,1,FALSE,,,
2022/23,Clausura,17,2023-05-06,19:10,Pachuca,Santos Laguna,4,4,TRUE,4,4,
2022/23,Clausura,17,2023-05-07,19:06,Leon,Atlético San Luis,1,3,FALSE,,,
2022/23,Clausura,17,2023-05-07,21:10,UANL,Puebla,1,0,FALSE,,,
2022/23,Clausura,17,2023-05-10,19:00,Santos Laguna,Monterrey,0,0,FALSE,,,
2022/23,Clausura,17,2023-05-10,21:10,Atlético San Luis,America,1,3,FALSE,,,
2022/23,Clausura,17,2023-05-11,19:00,Atlas,Guadalajara,1,0,FALSE,,,
2022/23,Clausura,17,2023-05-11,21:10,UANL,Toluca,4,1,FALSE,,,
2022/23,Clausura,17,2023-05-13,19:06,Monterrey,Santos Laguna,2,0,FALSE,,,
2022/23,Clausura,17,2023-05-13,21:16,America,Atlético San Luis,1,2,FALSE,,,
2022/23,Clausura,17,2023-05-14,12:00,Toluca,UANL,3,1,FALSE,,,
2022/23,Clausura,17,2023-05-14,19:05,Guadalajara,Atlas,1,0,FALSE,,,
2022/23,Clausura,17,2023-05-17,21:00,UANL,Monterrey,1,1,FALSE,,,
2022/23,Clausura,17,2023-05-18,20:10,Guadalajara,America,0,1,FALSE,,,
2022/23,Clausura,17,2023-05-20,19:06,Monterrey,UANL,0,1,FALSE,,,
2022/23,Clausura,17,2023-05-21,20:00,America,Guadalajara,1,3,FALSE,,,
2022/23,Clausura,17,2023-05-25,20:00,UANL,Guadalajara,0,0,FALSE,,,
2022/23,Clausura,17,2023-05-28,19:35,Guadalajara,UANL,2,3,FALSE,,,
2023/24,Apertura,1,2023-06-30,19:00,America,FC Juárez,1,2,FALSE,,,
2023/24,Apertura,1,2023-06-30,,Mazatlan,Pachuca,1,1,FALSE,,,
2023/24,Apertura,1,2023-06-30,21:10,Tijuana,UNAM,2,3,FALSE,,,
2023/24,Apertura,1,2023-07-01,17:00,Atlético San Luis,Monterrey,1,1,FALSE,,,
2023/24,Apertura,1,2023-07-01,19:00,UANL,Puebla,1,1,FALSE,,,
2023/24,Apertura,1,2023-07-01,21:10,Atlas,Cruz Azul,2,0,FALSE,,,
2023/24,Apertura,1,2023-07-02,12:00,Toluca,Necaxa,0,0,FALSE,,,
2023/24,Apertura,1,2023-07-02,19:05,Santos Laguna,Querétaro,0,2,FALSE,,,
2023/24,Apertura,1,2023-07-03,20:00,Leon,Guadalajara,1,2,FALSE,,,
2023/24,Apertura,2,2023-07-07,19:00,Puebla,Santos Laguna,2,3,FALSE,,,
2023/24,Apertura,2,2023-07-07,21:00,Necaxa,Tijuana,1,1,FALSE,,,
2023/24,Apertura,2,2023-07-08,17:50,Cruz Azul,Toluca,0,2,FALSE,,,
2023/24,Apertura,2,2023-07-08,18:05,Guadalajara,Atlético San Luis,3,1,FALSE,,,
2023/24,Apertura,2,2023-07-08,18:06,FC Juárez,UANL,1,1,FALSE,,,
2023/24,Apertura,2,2023-07-09,12:00,UNAM,Mazatlan,0,0,FALSE,,,
2023/24,Apertura,2,2023-07-09,19:00,Monterrey,Atlas,1,0,FALSE,,,
2023/24,Apertura,2,2023-07-10,20:00,Leon,Pachuca,4,0,FALSE,,,
2023/24,Apertura,2,2023-09-20,20:06,Querétaro,America,1,2,FALSE,,,
2023/24,Apertura,3,2023-07-13,19:05,Santos Laguna,Atlas,0,0,FALSE,,,
2023/24,Apertura,3,2023-07-13,21:00,Guadalajara,Necaxa,2,0,FALSE,,,
2023/24,Apertura,3,2023-07-14,19:00,Mazatlan,Monterrey,0,3,FALSE,,,
2023/24,Apertura,3,2023-07-14,21:10,Tijuana,Cruz Azul,2,1,FALSE,,,
2023/24,Apertura,3,2023-07-15,17:00,Atlético San Luis,Querétaro,4,1,FALSE,,,
2023/24,Apertura,3,2023-07-15,19:00,America,Puebla,3,0,FALSE,,,
2023/24,Apertura,3,2023-07-15,21:05,UANL,Leon,1,0,FALSE,,,
2023/24,Apertura,3,2023-07-16,12:00,Toluca,FC Juárez,2,4,FALSE,,,
2023/24,Apertura,3,2023-07-16,20:15,Pachuca,UNAM,1,1,FALSE,,,
2023/24,Apertura,4,2023-08-18,19:06,Leon,Mazatlan,2,1,FALSE,,,
2023/24,Apertura,4,2023-08-18,21:00,UNAM,Toluca,1,1,FALSE,,,
2023/24,Apertura,4,2023-08-18,21:06,Puebla,Atlético San Luis,1,2,FALSE,,,
2023/24,Apertura,4,2023-08-18,21:10,FC Juárez,Guadalajara,1,1,FALSE,,,
2023/24,Apertura,4,2023-08-20,17:00,Cruz Azul,Santos Laguna,2,2,FALSE,,,
2023/24,Apertura,4,2023-08-20,19:06,Querétaro,Pachuca,1,1,FALSE,,,
2023/24,Apertura,4,2023-08-20,21:10,America,Atlas,1,1,FALSE,,,
2023/24,Apertura,4,2023-08-20,,Necaxa,UANL,0,3,FALSE,,,
2023/24,Apertura,4,2023-10-25,19:00,Monterrey,Tijuana,3,1,FALSE,,,
2023/24,Apertura,5,2023-08-22,19:00,Guadalajara,Tijuana,1,0,FALSE,,,
2023/24,Apertura,5,2023-08-22,,Mazatlan,Puebla,1,0,FALSE,,,
2023/24,Apertura,5,2023-08-22,21:05,FC Juárez,UNAM,4,1,FALSE,,,
2023/24,Apertura,5,2023-08-23,19:00,America,Necaxa,3,2,FALSE,,,
2023/24,Apertura,5,2023-08-23,19:06,Pachuca,Cruz Azul,1,0,FALSE,,,
2023/24,Apertura,5,2023-08-23,21:00,Atlético San Luis,Leon,3,0,FALSE,,,
2023/24,Apertura,5,2023-08-30,19:00,Toluca,Monterrey,1,0,FALSE,,,
2023/24,Apertura,5,2023-08-30,19:06,Querétaro,Atlas,1,2,FALSE,,,
2023/24,Apertura,5,2023-08-30,21:00,UANL,Santos Laguna,3,2,FALSE,,,
2023/24,Apertura,6,2023-08-25,19:00,Puebla,FC Juárez,1,0,FALSE,,,
2023/24,Apertura,6,2023-08-25,21:10,Tijuana,Mazatlan,1,1,FALSE,,,
2023/24,Apertura,6,2023-08-26,17:00,Atlas,Toluca,0,0,FALSE,,,
2023/24,Apertura,6,2023-08-26,19:00,America,Leon,1,1,FALSE,,,
2023/24,Apertura,6,2023-08-26,21:05,Santos Laguna,Guadalajara,2,1,FALSE,,,
2023/24,Apertura,6,2023-08-27,16:00,Necaxa,Querétaro,0,1,FALSE,,,
2023/24,Apertura,6,2023-08-27,18:05,UNAM,UANL,2,1,FALSE,,,
2023/24,Apertura,6,2023-08-27,20:05,Monterrey,Cruz Azul,1,2,FALSE,,,
2023/24,Apertura,6,2023-08-28,21:10,Pachuca,Atlético San Luis,0,2,FALSE,,,
2023/24,Apertura,7,2023-09-01,19:05,FC Juárez,Mazatlan,3,1,FALSE,,,
2023/24,Apertura,7,2023-09-01,21:10,Puebla,Tijuana,3,0,FALSE,,,
2023/24,Apertura,7,2023-09-02,17:00,Leon,Necaxa,1,1,FALSE,,,
2023/24,Apertura,7,2023-09-02,19:00,Santos Laguna,UNAM,2,1,FALSE,,,
2023/24,Apertura,7,2023-09-02,19:05,UANL,Querétaro,5,0,FALSE,,,
2023/24,Apertura,7,2023-09-02,21:10,Cruz Azul,America,2,3,FALSE,,,
2023/24,Apertura,7,2023-09-03,12:00,Toluca,Pachuca,5,0,FALSE,,,
2023/24,Apertura,7,2023-09-03,17:05,Guadalajara,Monterrey,1,2,FALSE,,,
2023/24,Apertura,7,2023-09-03,20:00,Atlético San Luis,Atlas,2,0,FALSE,,,
2023/24,Apertura,8,2023-09-15,18:50,Mazatlan,Cruz Azul,2,2,FALSE,,,
2023/24,Apertura,8,2023-09-15,21:00,Tijuana,Toluca,2,1,FALSE,,,
2023/24,Apertura,8,2023-09-16,17:00,Necaxa,FC Juárez,1,1,FALSE,,,
2023/24,Apertura,8,2023-09-16,19:00,Monterrey,Leon,3,1,FALSE,,,
2023/24,Apertura,8,2023-09-16,21:10,America,Guadalajara,4,0,FALSE,,,
